"------------------------------------------------------------------"
"UCAS Analysis & Insights - 2021 cycle applicant figures"
"------------------------------------------------------------------"
"Published on 9 December 2021"
"------------------------------------------------------------------"
"File name: EOC_data_resource_2021_028_1"
"Cycles: 2010 - 2021"
"Cycle reference point: End of cycle"
"Analysis classes: Year, Difference between predicted and achieved A level points, Ethnic group, Applicant type                                     "
"Coverage: UK, 18 year old, main scheme applicants with at least 3 predicted A levels"
"------------------------------------------------------------------"
"Technical notes and definitions available on ucas.com."
"Data lines are comma delimited."
"Data follows -     2174 lines in total"
"------------------------------------------------------------------"
Year,Difference between predicted and achieved A level points,Ethnic group,Applicant type,Applicants,
2010,All,All,All,181990
2011,All,All,All,181405
2012,All,All,All,173800
2013,All,All,All,173070
2014,All,All,All,170795
2015,All,All,All,175020
2016,All,All,All,174660
2017,All,All,All,176340
2018,All,All,All,171360
2019,All,All,All,169400
2020,All,All,All,168770
2021,All,All,All,182055
2010,All,All,Main scheme applicant,181990
2011,All,All,Main scheme applicant,181405
2012,All,All,Main scheme applicant,173800
2013,All,All,Main scheme applicant,173070
2014,All,All,Main scheme applicant,170795
2015,All,All,Main scheme applicant,175020
2016,All,All,Main scheme applicant,174660
2017,All,All,Main scheme applicant,176340
2018,All,All,Main scheme applicant,171360
2019,All,All,Main scheme applicant,169400
2020,All,All,Main scheme applicant,168770
2021,All,All,Main scheme applicant,182055
2010,All,Asian,All,17645
2010,All,Black,All,5605
2010,All,Mixed,All,5665
2010,All,Other,All,1475
2010,All,Unknown or Prefer Not To Say,All,1155
2010,All,White,All,150440
2011,All,Asian,All,18080
2011,All,Black,All,6065
2011,All,Mixed,All,6255
2011,All,Other,All,1580
2011,All,Unknown or Prefer Not To Say,All,1055
2011,All,White,All,148365
2012,All,Asian,All,17760
2012,All,Black,All,6140
2012,All,Mixed,All,6105
2012,All,Other,All,1795
2012,All,Unknown or Prefer Not To Say,All,945
2012,All,White,All,141055
2013,All,Asian,All,18055
2013,All,Black,All,6720
2013,All,Mixed,All,6390
2013,All,Other,All,1795
2013,All,Unknown or Prefer Not To Say,All,810
2013,All,White,All,139305
2014,All,Asian,All,18710
2014,All,Black,All,6910
2014,All,Mixed,All,6630
2014,All,Other,All,2020
2014,All,Unknown or Prefer Not To Say,All,775
2014,All,White,All,135750
2015,All,Asian,All,19495
2015,All,Black,All,7270
2015,All,Mixed,All,7265
2015,All,Other,All,2120
2015,All,Unknown or Prefer Not To Say,All,1095
2015,All,White,All,137780
2016,All,Asian,All,20490
2016,All,Black,All,7460
2016,All,Mixed,All,7565
2016,All,Other,All,2230
2016,All,Unknown or Prefer Not To Say,All,1150
2016,All,White,All,135770
2017,All,Asian,All,21850
2017,All,Black,All,7800
2017,All,Mixed,All,8140
2017,All,Other,All,2550
2017,All,Unknown or Prefer Not To Say,All,1135
2017,All,White,All,134865
2018,All,Asian,All,23325
2018,All,Black,All,8270
2018,All,Mixed,All,8185
2018,All,Other,All,2730
2018,All,Unknown or Prefer Not To Say,All,1245
2018,All,White,All,127600
2019,All,Asian,All,25575
2019,All,Black,All,9135
2019,All,Mixed,All,8690
2019,All,Other,All,3155
2019,All,Unknown or Prefer Not To Say,All,1250
2019,All,White,All,121600
2020,All,Asian,All,27435
