"------------------------------------------------------------------"
"UCAS Analysis & Insights - 2021 cycle applicant figures"
"------------------------------------------------------------------"
"Published on 9 December 2021"
"------------------------------------------------------------------"
"File name: EOC_data_resource_2021_032_1"
"Cycles: 2010 - 2021"
"Cycle reference point: End of cycle"
"Analysis classes: Year, Predicted BTEC Extended diploma points (equivalent grade profile), Reformed BTEC indicator, Ethnic group, Applicant type                                                                "
"Coverage: UK, 18 year old, main scheme applicants with a predicted BTEC Extended diploma"
"------------------------------------------------------------------"
"Technical notes and definitions available on ucas.com."
"Data lines are comma delimited."
"Data follows -     4004 lines in total"
"------------------------------------------------------------------"
Year,Predicted BTEC Extended diploma points (equivalent grade profile),Reformed BTEC indicator,Ethnic group,Applicant type,Applicants,
2010,All,All,All,All,20325
2011,All,All,All,All,21805
2012,All,All,All,All,19030
2013,All,All,All,All,21415
2014,All,All,All,All,24645
2015,All,All,All,All,27815
2016,All,All,All,All,26540
2017,All,All,All,All,24660
2018,All,All,All,All,23325
2019,All,All,All,All,22090
2020,All,All,All,All,23535
2021,All,All,All,All,26640
2010,All,All,All,Main scheme applicant,20325
2011,All,All,All,Main scheme applicant,21805
2012,All,All,All,Main scheme applicant,19030
2013,All,All,All,Main scheme applicant,21415
2014,All,All,All,Main scheme applicant,24645
2015,All,All,All,Main scheme applicant,27815
2016,All,All,All,Main scheme applicant,26540
2017,All,All,All,Main scheme applicant,24660
2018,All,All,All,Main scheme applicant,23325
2019,All,All,All,Main scheme applicant,22090
2020,All,All,All,Main scheme applicant,23535
2021,All,All,All,Main scheme applicant,26640
2010,All,All,Asian,All,1110
2010,All,All,Black,All,1085
2010,All,All,Mixed,All,685
2010,All,All,Other,All,150
2010,All,All,Unknown or Prefer Not To Say,All,75
2010,All,All,White,All,17215
2011,All,All,Asian,All,1440
2011,All,All,Black,All,1325
2011,All,All,Mixed,All,730
2011,All,All,Other,All,195
2011,All,All,Unknown or Prefer Not To Say,All,70
2011,All,All,White,All,18055
2012,All,All,Asian,All,1425
2012,All,All,Black,All,1290
2012,All,All,Mixed,All,735
2012,All,All,Other,All,225
2012,All,All,Unknown or Prefer Not To Say,All,50
2012,All,All,White,All,15305
2013,All,All,Asian,All,1810
2013,All,All,Black,All,1630
2013,All,All,Mixed,All,905
2013,All,All,Other,All,325
2013,All,All,Unknown or Prefer Not To Say,All,55
2013,All,All,White,All,16690
2014,All,All,Asian,All,2145
2014,All,All,Black,All,1885
2014,All,All,Mixed,All,980
2014,All,All,Other,All,365
2014,All,All,Unknown or Prefer Not To Say,All,70
2014,All,All,White,All,19195
2015,All,All,Asian,All,2710
2015,All,All,Black,All,2330
2015,All,All,Mixed,All,1185
2015,All,All,Other,All,480
2015,All,All,Unknown or Prefer Not To Say,All,110
2015,All,All,White,All,21000
2016,All,All,Asian,All,2875
2016,All,All,Black,All,2155
2016,All,All,Mixed,All,1135
2016,All,All,Other,All,455
2016,All,All,Unknown or Prefer Not To Say,All,105
2016,All,All,White,All,19810
2017,All,All,Asian,All,2935
2017,All,All,Black,All,2095
2017,All,All,Mixed,All,1055
2017,All,All,Other,All,475
2017,All,All,Unknown or Prefer Not To Say,All,115
2017,All,All,White,All,17985
2018,All,All,Asian,All,3005
2018,All,All,Black,All,2050
2018,All,All,Mixed,All,985
2018,All,All,Other,All,540
2018,All,All,Unknown or Prefer Not To Say,All,95
2018,All,All,White,All,16655
2019,All,All,Asian,All,3325
2019,All,All,Black,All,2065
2019,All,All,Mixed,All,1010
2019,All,All,Other,All,560
2019,All,All,Unknown or Prefer Not To Say,All,115
2019,All,All,White,All,15010
2020,All,All,Asian,All,3870
2020,All,All,Black,All,2295
2020,All,All,Mixed,All,1085
2020,All,All,Other,All,645
2020,All,All,Unknown or Prefer Not To Say,All,100
2020,All,All,White,All,15535
2021,All,All,Asian,All,4425
2021,All,All,Black,All,2740
2021,All,All,Mixed,All,1300
2021,All,All,Other,All,780
2021,All,All,Unknown or Prefer Not To Say,All,145
2021,All,All,White,All,17255
2010,All,All,Asian,Main scheme applicant,1110
2010,All,All,Black,Main scheme applicant,1085
2010,All,All,Mixed,Main scheme applicant,685
2010,All,All,Other,Main scheme applicant,150
2010,All,All,Unknown or Prefer Not To Say,Main scheme applicant,75
2010,All,All,White,Main scheme applicant,17215
2011,All,All,Asian,Main scheme applicant,1440
2011,All,All,Black,Main scheme applicant,1325
2011,All,All,Mixed,Main scheme applicant,730
2011,All,All,Other,Main scheme applicant,195
2011,All,All,Unknown or Prefer Not To Say,Main scheme applicant,70
2011,All,All,White,Main scheme applicant,18055
2012,All,All,Asian,Main scheme applicant,1425
2012,All,All,Black,Main scheme applicant,1290
2012,All,All,Mixed,Main scheme applicant,735
2012,All,All,Other,Main scheme applicant,225
2012,All,All,Unknown or Prefer Not To Say,Main scheme applicant,50
2012,All,All,White,Main scheme applicant,15305
2013,All,All,Asian,Main scheme applicant,1810
2013,All,All,Black,Main scheme applicant,1630
2013,All,All,Mixed,Main scheme applicant,905
2013,All,All,Other,Main scheme applicant,325
2013,All,All,Unknown or Prefer Not To Say,Main scheme applicant,55
2013,All,All,White,Main scheme applicant,16690
2014,All,All,Asian,Main scheme applicant,2145
2014,All,All,Black,Main scheme applicant,1885
2014,All,All,Mixed,Main scheme applicant,980
2014,All,All,Other,Main scheme applicant,365
2014,All,All,Unknown or Prefer Not To Say,Main scheme applicant,70
2014,All,All,White,Main scheme applicant,19195
2015,All,All,Asian,Main scheme applicant,2710
2015,All,All,Black,Main scheme applicant,2330
2015,All,All,Mixed,Main scheme applicant,1185
2015,All,All,Other,Main scheme applicant,480
2015,All,All,Unknown or Prefer Not To Say,Main scheme applicant,110
2015,All,All,White,Main scheme applicant,21000
2016,All,All,Asian,Main scheme applicant,2875
2016,All,All,Black,Main scheme applicant,2155
2016,All,All,Mixed,Main scheme applicant,1135
2016,All,All,Other,Main scheme applicant,455
2016,All,All,Unknown or Prefer Not To Say,Main scheme applicant,105
2016,All,All,White,Main scheme applicant,19810
2017,All,All,Asian,Main scheme applicant,2935
2017,All,All,Black,Main scheme applicant,2095
2017,All,All,Mixed,Main scheme applicant,1055
2017,All,All,Other,Main scheme applicant,475
2017,All,All,Unknown or Prefer Not To Say,Main scheme applicant,115
2017,All,All,White,Main scheme applicant,17985
2018,All,All,Asian,Main scheme applicant,3005
2018,All,All,Black,Main scheme applicant,2050
2018,All,All,Mixed,Main scheme applicant,985
2018,All,All,Other,Main scheme applicant,540
2018,All,All,Unknown or Prefer Not To Say,Main scheme applicant,95
2018,All,All,White,Main scheme applicant,16655
2019,All,All,Asian,Main scheme applicant,3325
2019,All,All,Black,Main scheme applicant,2065
2019,All,All,Mixed,Main scheme applicant,1010
2019,All,All,Other,Main scheme applicant,560
2019,All,All,Unknown or Prefer Not To Say,Main scheme applicant,115
2019,All,All,White,Main scheme applicant,15010
2020,All,All,Asian,Main scheme applicant,3870
2020,All,All,Black,Main scheme applicant,2295
2020,All,All,Mixed,Main scheme applicant,1085
2020,All,All,Other,Main scheme applicant,645
2020,All,All,Unknown or Prefer Not To Say,Main scheme applicant,100
2020,All,All,White,Main scheme applicant,15535
2021,All,All,Asian,Main scheme applicant,4425
2021,All,All,Black,Main scheme applicant,2740
2021,All,All,Mixed,Main scheme applicant,1300
2021,All,All,Other,Main scheme applicant,780
2021,All,All,Unknown or Prefer Not To Say,Main scheme applicant,145
2021,All,All,White,Main scheme applicant,17255
2010,All,Non-reformed BTEC,All,All,20325
2011,All,Non-reformed BTEC,All,All,21805
2012,All,Non-reformed BTEC,All,All,19030
2013,All,Non-reformed BTEC,All,All,21415
2014,All,Non-reformed BTEC,All,All,24645
2015,All,Non-reformed BTEC,All,All,27815
2016,All,Non-reformed BTEC,All,All,26540
2017,All,Non-reformed BTEC,All,All,24430
2017,All,Reformed BTEC,All,All,230
2018,All,Non-reformed BTEC,All,All,20645
2018,All,Reformed BTEC,All,All,2680
2019,All,Non-reformed BTEC,All,All,16415
2019,All,Reformed BTEC,All,All,5675
2020,All,Non-reformed BTEC,All,All,17110
2020,All,Reformed BTEC,All,All,6425
2021,All,Non-reformed BTEC,All,All,16505
2021,All,Reformed BTEC,All,All,10135
2010,All,Non-reformed BTEC,All,Main scheme applicant,20325
2011,All,Non-reformed BTEC,All,Main scheme applicant,21805
2012,All,Non-reformed BTEC,All,Main scheme applicant,19030
2013,All,Non-reformed BTEC,All,Main scheme applicant,21415
2014,All,Non-reformed BTEC,All,Main scheme applicant,24645
2015,All,Non-reformed BTEC,All,Main scheme applicant,27815
2016,All,Non-reformed BTEC,All,Main scheme applicant,26540
2017,All,Non-reformed BTEC,All,Main scheme applicant,24430
2017,All,Reformed BTEC,All,Main scheme applicant,230
2018,All,Non-reformed BTEC,All,Main scheme applicant,20645
2018,All,Reformed BTEC,All,Main scheme applicant,2680
2019,All,Non-reformed BTEC,All,Main scheme applicant,16415
2019,All,Reformed BTEC,All,Main scheme applicant,5675
2020,All,Non-reformed BTEC,All,Main scheme applicant,17110
2020,All,Reformed BTEC,All,Main scheme applicant,6425
2021,All,Non-reformed BTEC,All,Main scheme applicant,16505
2021,All,Reformed BTEC,All,Main scheme applicant,10135
2010,All,Non-reformed BTEC,Asian,All,1110
2010,All,Non-reformed BTEC,Black,All,1085
2010,All,Non-reformed BTEC,Mixed,All,685
2010,All,Non-reformed BTEC,Other,All,150
2010,All,Non-reformed BTEC,Unknown or Prefer Not To Say,All,75
2010,All,Non-reformed BTEC,White,All,17215
2011,All,Non-reformed BTEC,Asian,All,1440
2011,All,Non-reformed BTEC,Black,All,1325
2011,All,Non-reformed BTEC,Mixed,All,730
2011,All,Non-reformed BTEC,Other,All,195
2011,All,Non-reformed BTEC,Unknown or Prefer Not To Say,All,70
2011,All,Non-reformed BTEC,White,All,18055
2012,All,Non-reformed BTEC,Asian,All,1425
2012,All,Non-reformed BTEC,Black,All,1290
2012,All,Non-reformed BTEC,Mixed,All,735
2012,All,Non-reformed BTEC,Other,All,225
2012,All,Non-reformed BTEC,Unknown or Prefer Not To Say,All,50
2012,All,Non-reformed BTEC,White,All,15305
2013,All,Non-reformed BTEC,Asian,All,1810
2013,All,Non-reformed BTEC,Black,All,1630
2013,All,Non-reformed BTEC,Mixed,All,905
2013,All,Non-reformed BTEC,Other,All,325
2013,All,Non-reformed BTEC,Unknown or Prefer Not To Say,All,55
2013,All,Non-reformed BTEC,White,All,16690
2014,All,Non-reformed BTEC,Asian,All,2145
2014,All,Non-reformed BTEC,Black,All,1885
2014,All,Non-reformed BTEC,Mixed,All,980
2014,All,Non-reformed BTEC,Other,All,365
2014,All,Non-reformed BTEC,Unknown or Prefer Not To Say,All,70
2014,All,Non-reformed BTEC,White,All,19195
2015,All,Non-reformed BTEC,Asian,All,2710
2015,All,Non-reformed BTEC,Black,All,2330
2015,All,Non-reformed BTEC,Mixed,All,1185
2015,All,Non-reformed BTEC,Other,All,480
2015,All,Non-reformed BTEC,Unknown or Prefer Not To Say,All,110
2015,All,Non-reformed BTEC,White,All,21000
2016,All,Non-reformed BTEC,Asian,All,2875
2016,All,Non-reformed BTEC,Black,All,2155
2016,All,Non-reformed BTEC,Mixed,All,1135
2016,All,Non-reformed BTEC,Other,All,455
2016,All,Non-reformed BTEC,Unknown or Prefer Not To Say,All,105
