"------------------------------------------------------------------"
"UCAS Analysis & Insights - 2021 cycle applicant figures"
"------------------------------------------------------------------"
"Published on 9 December 2021"
"------------------------------------------------------------------"
"File name: EOC_data_resource_2021_005_1"
"Cycles: 2010 - 2021"
"Cycle reference point: End of cycle"
"Analysis classes: Year, Disability indicator, Disability, Domicile, Gender, Age group, Applicant type                                                  "
"Coverage: UK applicants"
"------------------------------------------------------------------"
"Technical notes and definitions available on ucas.com."
"Data lines are comma delimited."
"Data follows -    50454 lines in total"
"------------------------------------------------------------------"
Year,Disability indicator,Disability,Domicile,Gender,Age group,Applicant type,Applicants,
2010,All,All,All,All,All,All,585300
2011,All,All,All,All,All,All,587865
2012,All,All,All,All,All,All,543340
2013,All,All,All,All,All,All,561985
2014,All,All,All,All,All,All,578290
2015,All,All,All,All,All,All,592025
2016,All,All,All,All,All,All,590505
2017,All,All,All,All,All,All,572285
2018,All,All,All,All,All,All,561615
2019,All,All,All,All,All,All,565480
2020,All,All,All,All,All,All,577260
2021,All,All,All,All,All,All,606645
2010,All,All,All,All,All,Main scheme applicant,559245
2010,All,All,All,All,All,Non-main scheme applicant,26055
2011,All,All,All,All,All,Main scheme applicant,564020
2011,All,All,All,All,All,Non-main scheme applicant,23845
2012,All,All,All,All,All,Main scheme applicant,513885
2012,All,All,All,All,All,Non-main scheme applicant,29455
2013,All,All,All,All,All,Main scheme applicant,527645
2013,All,All,All,All,All,Non-main scheme applicant,34340
2014,All,All,All,All,All,Main scheme applicant,544525
2014,All,All,All,All,All,Non-main scheme applicant,33765
2015,All,All,All,All,All,Main scheme applicant,553525
2015,All,All,All,All,All,Non-main scheme applicant,38500
2016,All,All,All,All,All,Main scheme applicant,553665
2016,All,All,All,All,All,Non-main scheme applicant,36835
2017,All,All,All,All,All,Main scheme applicant,529555
2017,All,All,All,All,All,Non-main scheme applicant,42730
2018,All,All,All,All,All,Main scheme applicant,511390
2018,All,All,All,All,All,Non-main scheme applicant,50225
2019,All,All,All,All,All,Main scheme applicant,506030
2019,All,All,All,All,All,Non-main scheme applicant,59450
2020,All,All,All,All,All,Main scheme applicant,513965
2020,All,All,All,All,All,Non-main scheme applicant,63295
2021,All,All,All,All,All,Main scheme applicant,551730
2021,All,All,All,All,All,Non-main scheme applicant,54915
2010,All,All,All,All,17 and under,All,2795
2010,All,All,All,All,18,All,270350
2010,All,All,All,All,19,All,105940
2010,All,All,All,All,20,All,43300
2010,All,All,All,All,21-24,All,71970
2010,All,All,All,All,25-29,All,36195
2010,All,All,All,All,30-34,All,20300
2010,All,All,All,All,35 and over,All,34450
2011,All,All,All,All,17 and under,All,2420
2011,All,All,All,All,18,All,269195
2011,All,All,All,All,19,All,110505
2011,All,All,All,All,20,All,44570
2011,All,All,All,All,21-24,All,72785
2011,All,All,All,All,25-29,All,35025
2011,All,All,All,All,30-34,All,20360
2011,All,All,All,All,35 and over,All,33005
2012,All,All,All,All,17 and under,All,2080
2012,All,All,All,All,18,All,260360
2012,All,All,All,All,19,All,93830
2012,All,All,All,All,20,All,40115
2012,All,All,All,All,21-24,All,65890
2012,All,All,All,All,25-29,All,31725
2012,All,All,All,All,30-34,All,18925
2012,All,All,All,All,35 and over,All,30410
2013,All,All,All,All,17 and under,All,1970
2013,All,All,All,All,18,All,262850
2013,All,All,All,All,19,All,104655
2013,All,All,All,All,20,All,41560
2013,All,All,All,All,21-24,All,68265
2013,All,All,All,All,25-29,All,33135
2013,All,All,All,All,30-34,All,19035
2013,All,All,All,All,35 and over,All,30515
2014,All,All,All,All,17 and under,All,1895
2014,All,All,All,All,18,All,268760
2014,All,All,All,All,19,All,106220
2014,All,All,All,All,20,All,43710
2014,All,All,All,All,21-24,All,70185
2014,All,All,All,All,25-29,All,34400
2014,All,All,All,All,30-34,All,19625
2014,All,All,All,All,35 and over,All,33500
2015,All,All,All,All,17 and under,All,2080
2015,All,All,All,All,18,All,279365
2015,All,All,All,All,19,All,108125
2015,All,All,All,All,20,All,42630
2015,All,All,All,All,21-24,All,70010
2015,All,All,All,All,25-29,All,35235
2015,All,All,All,All,30-34,All,19900
2015,All,All,All,All,35 and over,All,34675
2016,All,All,All,All,17 and under,All,2110
2016,All,All,All,All,18,All,281035
2016,All,All,All,All,19,All,108550
2016,All,All,All,All,20,All,41660
2016,All,All,All,All,21-24,All,67465
2016,All,All,All,All,25-29,All,34595
2016,All,All,All,All,30-34,All,19655
2016,All,All,All,All,35 and over,All,35430
2017,All,All,All,All,17 and under,All,2060
2017,All,All,All,All,18,All,282380
2017,All,All,All,All,19,All,102945
2017,All,All,All,All,20,All,41030
2017,All,All,All,All,21-24,All,62805
2017,All,All,All,All,25-29,All,30935
2017,All,All,All,All,30-34,All,17685
2017,All,All,All,All,35 and over,All,32455
2018,All,All,All,All,17 and under,All,2035
2018,All,All,All,All,18,All,277530
2018,All,All,All,All,19,All,98560
2018,All,All,All,All,20,All,39920
2018,All,All,All,All,21-24,All,62055
2018,All,All,All,All,25-29,All,30430
2018,All,All,All,All,30-34,All,17665
2018,All,All,All,All,35 and over,All,33420
2019,All,All,All,All,17 and under,All,2010
2019,All,All,All,All,18,All,281080
2019,All,All,All,All,19,All,96255
2019,All,All,All,All,20,All,38885
2019,All,All,All,All,21-24,All,61265
2019,All,All,All,All,25-29,All,30505
2019,All,All,All,All,30-34,All,18530
2019,All,All,All,All,35 and over,All,36950
2020,All,All,All,All,17 and under,All,2200
2020,All,All,All,All,18,All,289510
2020,All,All,All,All,19,All,91720
2020,All,All,All,All,20,All,38510
2020,All,All,All,All,21-24,All,62795
2020,All,All,All,All,25-29,All,32695
2020,All,All,All,All,30-34,All,20495
2020,All,All,All,All,35 and over,All,39335
2021,All,All,All,All,17 and under,All,2230
2021,All,All,All,All,18,All,316200
2021,All,All,All,All,19,All,89235
2021,All,All,All,All,20,All,36840
2021,All,All,All,All,21-24,All,63610
2021,All,All,All,All,25-29,All,34755
2021,All,All,All,All,30-34,All,22365
2021,All,All,All,All,35 and over,All,41415
2010,All,All,All,All,17 and under,Main scheme applicant,2555
2010,All,All,All,All,17 and under,Non-main scheme applicant,245
2010,All,All,All,All,18,Main scheme applicant,268370
2010,All,All,All,All,18,Non-main scheme applicant,1975
2010,All,All,All,All,19,Main scheme applicant,102375
2010,All,All,All,All,19,Non-main scheme applicant,3570
2010,All,All,All,All,20,Main scheme applicant,39900
2010,All,All,All,All,20,Non-main scheme applicant,3400
2010,All,All,All,All,21-24,Main scheme applicant,64635
2010,All,All,All,All,21-24,Non-main scheme applicant,7335
2010,All,All,All,All,25-29,Main scheme applicant,32585
2010,All,All,All,All,25-29,Non-main scheme applicant,3615
2010,All,All,All,All,30-34,Main scheme applicant,18225
2010,All,All,All,All,30-34,Non-main scheme applicant,2070
2010,All,All,All,All,35 and over,Main scheme applicant,30605
2010,All,All,All,All,35 and over,Non-main scheme applicant,3845
2011,All,All,All,All,17 and under,Main scheme applicant,2260
2011,All,All,All,All,17 and under,Non-main scheme applicant,160
2011,All,All,All,All,18,Main scheme applicant,267410
2011,All,All,All,All,18,Non-main scheme applicant,1790
2011,All,All,All,All,19,Main scheme applicant,107535
2011,All,All,All,All,19,Non-main scheme applicant,2970
2011,All,All,All,All,20,Main scheme applicant,41655
2011,All,All,All,All,20,Non-main scheme applicant,2920
2011,All,All,All,All,21-24,Main scheme applicant,65155
2011,All,All,All,All,21-24,Non-main scheme applicant,7630
2011,All,All,All,All,25-29,Main scheme applicant,31920
2011,All,All,All,All,25-29,Non-main scheme applicant,3100
2011,All,All,All,All,30-34,Main scheme applicant,18535
2011,All,All,All,All,30-34,Non-main scheme applicant,1825
2011,All,All,All,All,35 and over,Main scheme applicant,29550
2011,All,All,All,All,35 and over,Non-main scheme applicant,3455
2012,All,All,All,All,17 and under,Main scheme applicant,1825
2012,All,All,All,All,17 and under,Non-main scheme applicant,255
2012,All,All,All,All,18,Main scheme applicant,257430
2012,All,All,All,All,18,Non-main scheme applicant,2930
2012,All,All,All,All,19,Main scheme applicant,89520
2012,All,All,All,All,19,Non-main scheme applicant,4310
2012,All,All,All,All,20,Main scheme applicant,36345
2012,All,All,All,All,20,Non-main scheme applicant,3770
2012,All,All,All,All,21-24,Main scheme applicant,57765
2012,All,All,All,All,21-24,Non-main scheme applicant,8125
2012,All,All,All,All,25-29,Main scheme applicant,28165
2012,All,All,All,All,25-29,Non-main scheme applicant,3560
2012,All,All,All,All,30-34,Main scheme applicant,16645
2012,All,All,All,All,30-34,Non-main scheme applicant,2285
2012,All,All,All,All,35 and over,Main scheme applicant,26190
2012,All,All,All,All,35 and over,Non-main scheme applicant,4220
2013,All,All,All,All,17 and under,Main scheme applicant,1690
2013,All,All,All,All,17 and under,Non-main scheme applicant,285
2013,All,All,All,All,18,Main scheme applicant,259410
2013,All,All,All,All,18,Non-main scheme applicant,3435
2013,All,All,All,All,19,Main scheme applicant,99475
2013,All,All,All,All,19,Non-main scheme applicant,5180
2013,All,All,All,All,20,Main scheme applicant,37045
2013,All,All,All,All,20,Non-main scheme applicant,4515
2013,All,All,All,All,21-24,Main scheme applicant,59320
2013,All,All,All,All,21-24,Non-main scheme applicant,8950
2013,All,All,All,All,25-29,Main scheme applicant,28885
2013,All,All,All,All,25-29,Non-main scheme applicant,4250
2013,All,All,All,All,30-34,Main scheme applicant,16475
2013,All,All,All,All,30-34,Non-main scheme applicant,2560
2013,All,All,All,All,35 and over,Main scheme applicant,25345
2013,All,All,All,All,35 and over,Non-main scheme applicant,5170
2014,All,All,All,All,17 and under,Main scheme applicant,1720
2014,All,All,All,All,17 and under,Non-main scheme applicant,175
2014,All,All,All,All,18,Main scheme applicant,265980
2014,All,All,All,All,18,Non-main scheme applicant,2780
2014,All,All,All,All,19,Main scheme applicant,101415
2014,All,All,All,All,19,Non-main scheme applicant,4805
2014,All,All,All,All,20,Main scheme applicant,39280
2014,All,All,All,All,20,Non-main scheme applicant,4430
2014,All,All,All,All,21-24,Main scheme applicant,61370
2014,All,All,All,All,21-24,Non-main scheme applicant,8815
2014,All,All,All,All,25-29,Main scheme applicant,30255
2014,All,All,All,All,25-29,Non-main scheme applicant,4145
2014,All,All,All,All,30-34,Main scheme applicant,17020
2014,All,All,All,All,30-34,Non-main scheme applicant,2605
2014,All,All,All,All,35 and over,Main scheme applicant,27485
2014,All,All,All,All,35 and over,Non-main scheme applicant,6015
2015,All,All,All,All,17 and under,Main scheme applicant,1800
2015,All,All,All,All,17 and under,Non-main scheme applicant,285
2015,All,All,All,All,18,Main scheme applicant,275875
2015,All,All,All,All,18,Non-main scheme applicant,3490
2015,All,All,All,All,19,Main scheme applicant,102450
2015,All,All,All,All,19,Non-main scheme applicant,5675
2015,All,All,All,All,20,Main scheme applicant,37705
2015,All,All,All,All,20,Non-main scheme applicant,4925
2015,All,All,All,All,21-24,Main scheme applicant,60465
2015,All,All,All,All,21-24,Non-main scheme applicant,9545
2015,All,All,All,All,25-29,Main scheme applicant,30465
2015,All,All,All,All,25-29,Non-main scheme applicant,4770
2015,All,All,All,All,30-34,Main scheme applicant,16845
2015,All,All,All,All,30-34,Non-main scheme applicant,3055
2015,All,All,All,All,35 and over,Main scheme applicant,27920
2015,All,All,All,All,35 and over,Non-main scheme applicant,6760
2016,All,All,All,All,17 and under,Main scheme applicant,1855
2016,All,All,All,All,17 and under,Non-main scheme applicant,255
2016,All,All,All,All,18,Main scheme applicant,277495
2016,All,All,All,All,18,Non-main scheme applicant,3540
2016,All,All,All,All,19,Main scheme applicant,102735
2016,All,All,All,All,19,Non-main scheme applicant,5815
2016,All,All,All,All,20,Main scheme applicant,36745
2016,All,All,All,All,20,Non-main scheme applicant,4915
2016,All,All,All,All,21-24,Main scheme applicant,58330
