"------------------------------------------------------------------"
"UCAS Analysis & Insights - 2021 cycle applicant figures"
"------------------------------------------------------------------"
"Published on 9 December 2021"
"------------------------------------------------------------------"
"File name: EOC_data_resource_2021_003_1"
"Cycles: 2006 - 2021"
"Cycle reference point: End of cycle"
"Analysis classes: Year, Gender, Domicile, Age group, Applicant type                              "
"Coverage: All applicants"
"------------------------------------------------------------------"
"Technical notes and definitions available on ucas.com."
"Data lines are comma delimited."
"Data follows -     9007 lines in total"
"------------------------------------------------------------------"
Year,Gender,Domicile,Age group,Applicant type,Applicants,
2006,All,All,All,All,506305
2007,All,All,All,All,534495
2008,All,All,All,All,588690
2009,All,All,All,All,639860
2010,All,All,All,All,697350
2011,All,All,All,All,700160
2012,All,All,All,All,653635
2013,All,All,All,All,677375
2014,All,All,All,All,699685
2015,All,All,All,All,718480
2016,All,All,All,All,718350
2017,All,All,All,All,699850
2018,All,All,All,All,695565
2019,All,All,All,All,706435
2020,All,All,All,All,728780
2021,All,All,All,All,749570
2006,All,All,All,Main scheme applicant,467200
2006,All,All,All,Non-main scheme applicant,39105
2007,All,All,All,Main scheme applicant,492740
2007,All,All,All,Non-main scheme applicant,41755
2008,All,All,All,Main scheme applicant,538110
2008,All,All,All,Non-main scheme applicant,50575
2009,All,All,All,Main scheme applicant,590185
2009,All,All,All,Non-main scheme applicant,49675
2010,All,All,All,Main scheme applicant,657955
2010,All,All,All,Non-main scheme applicant,39400
2011,All,All,All,Main scheme applicant,667950
2011,All,All,All,Non-main scheme applicant,32210
2012,All,All,All,Main scheme applicant,616520
2012,All,All,All,Non-main scheme applicant,37115
2013,All,All,All,Main scheme applicant,635780
2013,All,All,All,Non-main scheme applicant,41590
2014,All,All,All,Main scheme applicant,658895
2014,All,All,All,Non-main scheme applicant,40790
2015,All,All,All,Main scheme applicant,672900
2015,All,All,All,Non-main scheme applicant,45580
2016,All,All,All,Main scheme applicant,674740
2016,All,All,All,Non-main scheme applicant,43615
2017,All,All,All,Main scheme applicant,649565
2017,All,All,All,Non-main scheme applicant,50280
2018,All,All,All,Main scheme applicant,636820
2018,All,All,All,Non-main scheme applicant,58745
2019,All,All,All,Main scheme applicant,637950
2019,All,All,All,Non-main scheme applicant,68485
2020,All,All,All,Main scheme applicant,652675
2020,All,All,All,Non-main scheme applicant,76105
2021,All,All,All,Main scheme applicant,681880
2021,All,All,All,Non-main scheme applicant,67690
2006,All,All,17 and under,All,7815
2006,All,All,18,All,248275
2006,All,All,19,All,84440
2006,All,All,20,All,39025
2006,All,All,21-24,All,63765
2006,All,All,25-29,All,27315
2006,All,All,30-34,All,13765
2006,All,All,35 and over,All,21905
2007,All,All,17 and under,All,8505
2007,All,All,18,All,251770
2007,All,All,19,All,100850
2007,All,All,20,All,42255
2007,All,All,21-24,All,67505
2007,All,All,25-29,All,27900
2007,All,All,30-34,All,13510
2007,All,All,35 and over,All,22200
2008,All,All,17 and under,All,8825
2008,All,All,18,All,266550
2008,All,All,19,All,109940
2008,All,All,20,All,50185
2008,All,All,21-24,All,76510
2008,All,All,25-29,All,33005
2008,All,All,30-34,All,16160
2008,All,All,35 and over,All,27505
2009,All,All,17 and under,All,9290
2009,All,All,18,All,282035
2009,All,All,19,All,119845
2009,All,All,20,All,54395
2009,All,All,21-24,All,85775
2009,All,All,25-29,All,37160
2009,All,All,30-34,All,19090
2009,All,All,35 and over,All,32265
2010,All,All,17 and under,All,9500
2010,All,All,18,All,299315
2010,All,All,19,All,133285
2010,All,All,20,All,59670
2010,All,All,21-24,All,95370
2010,All,All,25-29,All,42210
2010,All,All,30-34,All,22140
2010,All,All,35 and over,All,35860
2011,All,All,17 and under,All,9490
2011,All,All,18,All,300205
2011,All,All,19,All,139975
2011,All,All,20,All,60165
2011,All,All,21-24,All,94295
2011,All,All,25-29,All,40125
2011,All,All,30-34,All,21905
2011,All,All,35 and over,All,34005
2012,All,All,17 and under,All,9920
2012,All,All,18,All,293235
2012,All,All,19,All,122555
2012,All,All,20,All,55120
2012,All,All,21-24,All,85005
2012,All,All,25-29,All,36065
2012,All,All,30-34,All,20295
2012,All,All,35 and over,All,31440
2013,All,All,17 and under,All,10710
2013,All,All,18,All,298840
2013,All,All,19,All,134670
2013,All,All,20,All,57205
2013,All,All,21-24,All,86880
2013,All,All,25-29,All,37340
2013,All,All,30-34,All,20310
2013,All,All,35 and over,All,31425
2014,All,All,17 and under,All,11610
2014,All,All,18,All,307330
2014,All,All,19,All,138250
2014,All,All,20,All,60325
2014,All,All,21-24,All,88420
2014,All,All,25-29,All,38450
2014,All,All,30-34,All,20855
2014,All,All,35 and over,All,34450
2015,All,All,17 and under,All,12105
2015,All,All,18,All,321495
2015,All,All,19,All,141280
2015,All,All,20,All,59025
2015,All,All,21-24,All,88245
2015,All,All,25-29,All,39545
2015,All,All,30-34,All,21145
2015,All,All,35 and over,All,35640
2016,All,All,17 and under,All,12535
2016,All,All,18,All,324875
2016,All,All,19,All,142680
2016,All,All,20,All,57705
2016,All,All,21-24,All,84775
2016,All,All,25-29,All,38620
2016,All,All,30-34,All,20760
2016,All,All,35 and over,All,36400
2017,All,All,17 and under,All,13120
2017,All,All,18,All,327130
2017,All,All,19,All,136505
2017,All,All,20,All,56835
2017,All,All,21-24,All,79200
2017,All,All,25-29,All,34780
2017,All,All,30-34,All,18840
2017,All,All,35 and over,All,33440
2018,All,All,17 and under,All,14550
2018,All,All,18,All,327025
2018,All,All,19,All,132935
2018,All,All,20,All,55070
2018,All,All,21-24,All,78395
2018,All,All,25-29,All,34250
2018,All,All,30-34,All,18875
2018,All,All,35 and over,All,34465
2019,All,All,17 and under,All,14460
2019,All,All,18,All,334860
2019,All,All,19,All,133505
2019,All,All,20,All,54425
2019,All,All,21-24,All,77135
2019,All,All,25-29,All,34275
2019,All,All,30-34,All,19700
2019,All,All,35 and over,All,38080
2020,All,All,17 and under,All,16275
2020,All,All,18,All,347140
2020,All,All,19,All,130945
2020,All,All,20,All,55280
2020,All,All,21-24,All,79300
2020,All,All,25-29,All,36855
2020,All,All,30-34,All,22050
2020,All,All,35 and over,All,40935
2021,All,All,17 and under,All,16090
2021,All,All,18,All,374230
2021,All,All,19,All,121005
2021,All,All,20,All,51330
2021,All,All,21-24,All,79110
2021,All,All,25-29,All,39255
2021,All,All,30-34,All,24460
2021,All,All,35 and over,All,44095
2006,All,All,17 and under,Main scheme applicant,7225
2006,All,All,17 and under,Non-main scheme applicant,590
2006,All,All,18,Main scheme applicant,243970
2006,All,All,18,Non-main scheme applicant,4305
